0,1,2,3
-1.4121679520137103,-1.5222269323159532,-1.3963636363636365,-1.092179615206989
-1.1585261353898886,-1.2267910131411615,-1.183030303030303,-1.0046980823216216
-1.1071122536418165,-1.1751307051010316,-1.1345454545454545,-0.9624516107192684
-1.0591259640102828,-1.126805143422354,-1.0860606060606062,-0.9101174399682764
-1.0145672664952872,-1.0833969195987,-1.0424242424242425,-0.8699020487314211
-0.7574978577549272,-0.7694220714992228,-0.7806060606060606,-0.767583957366656
-0.7163667523564696,-0.7286138194150064,-0.7418181818181818,-0.7275910177888789
-0.6718080548414739,-0.6832273562243889,-0.6933333333333334,-0.6751020980576585
-0.6272493573264781,-0.6398191324007347,-0.6496969696969697,-0.6347899887081604
-0.572407883461868,-0.5682068673166596,-0.5866666666666667,-0.5800572087636282
-0.5278491859468724,-0.5247986434930055,-0.5333333333333333,-0.5376076291247253
-0.4832904884318766,-0.479412180302388,-0.48,-0.48431594905857006
-0.442159383033419,-0.43860392821817157,-0.43636363636363634,-0.44365565450355804
-0.39417309340188517,-0.39061749328811646,-0.38303030303030305,-0.3908088777555595
-0.35304198800342756,-0.34980924120389995,-0.34424242424242424,-0.3508159381777824
-0.30162810625535563,-0.29888370778578494,-0.2909090909090909,-0.2977950688270269
-0.26049700085689803,-0.2580754557015685,-0.25212121212121213,-0.25802458090832814
-0.20565552699228792,-0.20387169704677124,-0.20363636363636364,-0.20568073834607192
-0.1610968294772922,-0.16046347322311713,-0.16,-0.16534928537404522
-0.11311053984575835,-0.11213791154443974,-0.11151515151515151,-0.11263791398374652
-0.06855184233076264,-0.06872968772078564,-0.06787878787878789,-0.0724708818032125
-0.02056555269922879,-0.02040412604210824,-0.019393939393939394,-0.019865900336820827
0.02056555269922879,0.02040412604210824,0.019393939393939394,0.019865900336820827
0.07197943444730077,0.07132965946022325,0.07272727272727272,0.07309954953539037
0.11311053984575835,0.11213791154443974,0.11151515151515151,0.11284102202029629
0.1610968294772922,0.16046347322311713,0.16,0.16509781828117406
0.20565552699228792,0.20387169704677124,0.20363636363636364,0.20524550683917955
0.25021422450728364,0.24925816023738873,0.25212121212121213,0.2575700057789072
0.2913453299057412,0.2900664123216052,0.2909090909090909,0.2972244319624347
0.3427592116538132,0.34099194573972025,0.34424242424242424,0.35033234761456866
0.3838903170522708,0.3818001978239367,0.38303030303030305,0.3901415227783245
0.4284490145672665,0.4271866610145542,0.4315151515151515,0.4423983190392023
0.493573264781491,0.49715981348028826,0.49454545454545457,0.4892098855582932
0.5415595544130248,0.5454853751589657,0.5430303030303031,0.5418148670246848
0.5826906598114824,0.5862936272431821,0.5818181818181818,0.5820689455065974
0.6341045415595544,0.6372191606612971,0.6351515151515151,0.6352542356488455
0.675235646958012,0.6780274127455136,0.673939393939394,0.6753245497167368
0.7197943444730077,0.7234138759361312,0.7224242424242424,0.7276103614114074
0.7643530419880035,0.7668220997597852,0.7660606060606061,0.7681449224199839
0.8123393316195373,0.8151476614384626,0.8145454545454546,0.8206918730187899
0.856898029134533,0.8585558852621167,0.8581818181818182,0.8611200441034593
0.9048843187660668,0.9068814469407941,0.9066666666666666,0.9138120718712295
0.9460154241645244,0.9476896990250105,0.9454545454545454,0.9538920577503851
0.9974293059125964,0.9986152324431257,0.9987878787878788,1.006999973402519
