0,1,2,3,4,5,6
0.18503937007874016,0.9264543353762685,0.06947791164658636,0.0,0.65,0.043775100401606426,0.9999999999999999
0.027559055118110236,0.9952778056867277,0.004718875502008031,0.0,0.35,0.0007028112449799194,0.16129032258064516
0.07874015748031496,0.996583944539335,0.002108433734939759,0.0,0.0,0.0007028112449799194,0.08064516129032258
0.0,0.996583944539335,0.004116465863453814,0.5384615384615385,0.0,0.0027108433734939763,0.05241935483870967
0.027559055118110236,0.9985933889279616,0.0014056224899598397,0.0,0.0,0.0007028112449799194,0.05241935483870967
0.0,0.996583944539335,0.004116465863453814,0.0,0.35,0.0027108433734939763,0.05241935483870967
0.027559055118110236,0.9893499447402794,0.0106425702811245,0.0,0.0,0.00863453815261044,0.10483870967741934
0.027559055118110236,0.9821159449412239,0.0178714859437751,0.0,0.0,0.015261044176706828,0.13306451612903225
1.0,0.7158645634482067,0.25913654618473897,0.0,0.0,0.25251004016064255,0.29435483870967744
0.0,0.10529488596403096,0.8947791164658634,0.5384615384615385,0.35,0.8920682730923695,0.08064516129032258
0.0,0.09796041394554407,0.9021084337349398,0.5384615384615385,0.0,0.9008032128514056,0.05241935483870967
0.0,0.09645333065407416,0.9036144578313253,0.5384615384615385,0.35,0.9009036144578313,0.08064516129032258
0.0,0.09785994172611275,0.9022088353413654,0.5384615384615385,0.35,0.9002008032128515,0.05241935483870967
0.0,0.104692052647443,0.8953815261044177,0.0,0.0,0.8953815261044176,0.02419354838709677
0.0,0.09836230282326938,0.9017068273092369,0.5384615384615385,0.35,0.8995983935742973,0.05241935483870967
0.0,0.09394152516829098,0.9061244979919678,0.0,0.35,0.9048192771084338,0.05241935483870967
0.0,0.09906560835928865,0.901004016064257,0.0,0.0,0.9010040160642572,0.02419354838709677
0.0,0.10258213603938511,0.8974899598393574,0.0,0.0,0.8960843373493976,0.08064516129032258
0.0,0.0958504973374862,0.9042168674698795,0.0,0.65,0.9002008032128515,0.13306451612903225
0.027559055118110236,0.09796041394554407,0.9014056224899599,0.0,0.35,0.9001004016064258,0.05241935483870967
0.0,0.10459158042801166,0.8954819277108435,0.0,0.35,0.8947791164658636,0.02419354838709677
0.0,0.09916608057871999,0.9009036144578313,0.0,0.65,0.8994979919678714,0.02419354838709677
0.0,0.09253491409625239,0.9075301204819277,0.5384615384615385,0.0,0.9048192771084338,0.10483870967741934
0.0,0.10459158042801166,0.8954819277108435,0.0,0.0,0.8934738955823294,0.10483870967741934
0.0,0.09785994172611275,0.9022088353413654,0.0,0.35,0.9022088353413655,0.0
0.0,0.09595096955691752,0.9041164658634537,0.0,0.35,0.9014056224899598,0.10483870967741934
0.0,0.10408921933085502,0.8959839357429719,0.0,0.35,0.8919678714859438,0.157258064516129
0.0,0.09595096955691752,0.9041164658634537,0.0,0.0,0.902710843373494,0.08064516129032258
0.0,0.09444388626544761,0.9056224899598394,0.0,0.35,0.9042168674698796,0.05241935483870967
0.0,0.09715663619009345,0.9029116465863454,0.0,0.0,0.9022088353413655,0.05241935483870967
0.0,0.10519441374459963,0.8948795180722892,0.0,0.35,0.8921686746987951,0.10483870967741934
0.0,0.0977594695066814,0.9023092369477911,0.5384615384615385,0.35,0.8995983935742973,0.08064516129032258
0.0,0.09454435848487894,0.9055220883534136,0.0,0.0,0.9048192771084338,0.05241935483870967
0.0,0.10650055259720688,0.893574297188755,0.0,0.35,0.891566265060241,0.08064516129032258
0.1062992125984252,0.09233396965738974,0.9050200803212851,0.0,0.35,0.9010040160642572,0.16129032258064516
0.0,0.09524766402089822,0.9048192771084337,0.0,0.0,0.9028112449799197,0.10483870967741934
0.0,0.10519441374459963,0.8948795180722892,0.0,0.35,0.893574297188755,0.05241935483870967
0.0,0.09635285843464284,0.903714859437751,0.0,0.35,0.9016064257028111,0.08064516129032258
0.0,0.09836230282326938,0.9017068273092369,0.0,0.35,0.8976907630522089,0.16129032258064516
0.0,0.0977594695066814,0.9023092369477911,0.5384615384615385,0.65,0.8989959839357431,0.08064516129032258
0.0,0.6222244549382097,0.3782128514056225,0.0,0.35,0.37289156626506026,0.21370967741935482
0.0,0.9900532502762988,0.0106425702811245,0.0,0.0,0.009337349397590362,0.08064516129032258
0.027559055118110236,0.9893499447402794,0.0106425702811245,0.0,0.0,0.009939759036144578,0.05241935483870967
0.027559055118110236,0.9919622224454939,0.008032128514056224,0.0,0.35,0.006024096385542167,0.08064516129032258
0.0,0.9906560835928866,0.010040160642570281,0.0,0.0,0.009337349397590362,0.05241935483870967
0.027559055118110236,0.9899527780568673,0.010040160642570281,0.0,0.0,0.008032128514056224,0.10483870967741934
0.027559055118110236,0.9972872500753543,0.0027108433734939763,0.0,0.0,0.0,0.13306451612903225
0.0,0.9979905556113735,0.0027108433734939763,0.0,0.35,0.0013052208835341366,0.05241935483870967
0.027559055118110236,0.9932683612981013,0.0067269076305220875,0.0,0.0,0.005421686746987951,0.08064516129032258
0.0,0.9972872500753543,0.0034136546184738957,0.0,0.0,0.0013052208835341366,0.10887096774193547
0.027559055118110236,0.9972872500753543,0.0027108433734939763,0.5384615384615385,0.0,0.002008032128514056,0.02419354838709677
0.027559055118110236,0.9966844167587663,0.0033132530120481927,0.0,0.35,0.0013052208835341366,0.08064516129032258
0.0,0.9972872500753543,0.0034136546184738957,0.0,0.0,0.0027108433734939763,0.05241935483870967
0.027559055118110236,0.984627750427007,0.015361445783132532,0.0,0.35,0.004618473895582329,0.42741935483870963
0.027559055118110236,0.9972872500753543,0.0027108433734939763,0.0,0.0,0.0007028112449799194,0.10887096774193547
0.0,0.9972872500753543,0.0034136546184738957,0.0,0.0,0.002008032128514056,0.08064516129032258
0.027559055118110236,0.9932683612981013,0.0067269076305220875,0.0,0.0,0.006726907630522088,0.02419354838709677
0.0,0.995981111222747,0.004718875502008031,0.0,0.0,0.0033132530120481927,0.08064516129032258
0.1062992125984252,0.9952778056867277,0.0027108433734939763,0.0,0.35,0.002008032128514056,0.02419354838709677
0.0,0.995981111222747,0.004718875502008031,0.0,0.0,0.0033132530120481927,0.08064516129032258
0.027559055118110236,0.9966844167587663,0.0033132530120481927,0.0,0.0,0.0033132530120481927,0.02419354838709677
0.027559055118110236,0.9952778056867277,0.004718875502008031,0.0,0.0,0.0027108433734939763,0.10887096774193547
0.051181102362204724,0.996583944539335,0.0028112449799196785,0.0,0.0,0.0007028112449799194,0.10887096774193547
0.051181102362204724,0.10599819150005024,0.8927710843373494,0.5384615384615385,0.0,0.8780120481927711,0.592741935483871
0.0,0.0,1.0,0.5384615384615385,0.35,0.9979919678714861,0.05241935483870967
0.0,0.0,1.0,0.5384615384615385,0.0,0.9992971887550202,0.02419354838709677
0.0,0.0,1.0,0.5384615384615385,0.65,0.9959839357429721,0.10483870967741934
0.0,0.0,1.0,0.5384615384615385,0.0,0.9985943775100403,0.05241935483870967
0.0,0.0,1.0,1.0,0.65,0.9852409638554218,0.5080645161290323
0.0,0.0,1.0,0.5384615384615385,0.65,0.9959839357429721,0.10483870967741934
0.0,0.0,1.0,0.5384615384615385,0.35,0.9972891566265061,0.08064516129032258
0.0,0.0,1.0,0.5384615384615385,0.35,0.9972891566265061,0.08064516129032258
0.0,0.0,1.0,0.5384615384615385,0.0,0.996586345381526,0.13306451612903225
0.0,0.0,1.0,0.5384615384615385,0.35,0.9972891566265061,0.08064516129032258
0.0,0.0,1.0,0.5384615384615385,0.35,0.9979919678714861,0.05241935483870967
0.0,0.0,1.0,0.5384615384615385,0.35,0.996586345381526,0.10483870967741934
0.0,0.0,1.0,0.5384615384615385,0.35,0.9959839357429721,0.13306451612903225
0.0,0.0,1.0,0.0,1.0,0.9932730923694779,0.21370967741935482
0.0,0.0,1.0,0.0,0.35,0.9992971887550202,0.02419354838709677
0.0,0.0,1.0,0.5384615384615385,0.35,0.9979919678714861,0.05241935483870967
0.0,0.0,1.0,0.0,0.35,0.9979919678714861,0.08064516129032258
0.0,0.0,1.0,0.0,0.35,0.9979919678714861,0.08064516129032258
0.0,0.0,1.0,0.0,0.35,0.9979919678714861,0.08064516129032258
0.0,0.0,1.0,0.5384615384615385,0.65,0.995281124497992,0.13306451612903225
0.0,0.0,1.0,0.0,0.0,0.9985943775100403,0.08064516129032258
0.0,0.0,1.0,0.0,0.65,0.9972891566265061,0.08064516129032258
0.0,0.0,1.0,0.0,0.65,0.9985943775100403,0.02419354838709677
0.0,0.0,1.0,0.5384615384615385,0.0,0.996586345381526,0.13306451612903225
0.0,0.0,1.0,0.0,0.0,1.0000000000000002,0.02419354838709677
0.0,0.0,1.0,0.0,0.35,0.9979919678714861,0.08064516129032258
0.0,0.0,1.0,0.0,0.35,0.996586345381526,0.13306451612903225
0.0,0.0,1.0,0.5384615384615385,0.35,0.9979919678714861,0.05241935483870967
0.0,0.0,1.0,0.0,0.65,0.996586345381526,0.10483870967741934
0.0,0.0,1.0,0.0,0.35,0.9979919678714861,0.08064516129032258
0.0,0.0,1.0,0.0,0.0,0.9992971887550202,0.05241935483870967
0.0,0.0,1.0,0.5384615384615385,0.0,0.9979919678714861,0.08064516129032258
0.0,0.0,1.0,0.0,0.35,0.9985943775100403,0.05241935483870967
0.0,0.0,1.0,0.0,0.35,0.9979919678714861,0.08064516129032258
0.0,0.0,1.0,0.0,0.35,0.9979919678714861,0.08064516129032258
0.0,0.0,1.0,0.5384615384615385,0.35,0.9992971887550202,0.0
0.0,0.0,1.0,0.0,0.35,0.9985943775100403,0.05241935483870967
0.0,0.6201145383301517,0.38032128514056224,0.0,0.35,0.375,0.21370967741935482
0.027559055118110236,0.9892494725208482,0.0107429718875502,0.0,0.35,0.006626506024096385,0.16129032258064516
0.1062992125984252,0.9853310559630263,0.012650602409638553,0.0,0.0,0.010040160642570281,0.13306451612903225
0.027559055118110236,0.9945745001507085,0.005421686746987952,0.0,0.35,0.0033132530120481927,0.08064516129032258
0.0,0.9958806390033157,0.004819277108433735,0.0,0.0,0.004016064257028113,0.05241935483870967
0.027559055118110236,0.9952778056867277,0.004718875502008031,0.0,0.0,0.004016064257028113,0.05241935483870967
0.0,0.9966844167587663,0.004016064257028113,0.0,0.0,0.0027108433734939763,0.08064516129032258
0.027559055118110236,1.0,0.0,0.0,0.0,0.0007028112449799194,0.0
0.0,0.9952778056867277,0.005421686746987952,0.0,0.0,0.0034136546184738957,0.10887096774193547
0.027559055118110236,0.9979905556113735,0.002008032128514056,0.0,0.0,0.0,0.10887096774193547
0.0,0.9952778056867277,0.005421686746987952,0.5384615384615385,0.0,0.0033132530120481927,0.08064516129032258
0.027559055118110236,0.9979905556113735,0.002008032128514056,0.0,0.0,0.0013052208835341366,0.05241935483870967
0.027559055118110236,0.9952778056867277,0.004718875502008031,0.0,0.0,0.004016064257028113,0.05241935483870967
0.0,0.991359389128906,0.009337349397590362,0.0,0.0,0.007329317269076305,0.10483870967741934
0.027559055118110236,0.9919622224454939,0.008032128514056224,0.0,0.35,0.006024096385542167,0.08064516129032258
0.0,0.9972872500753543,0.0034136546184738957,0.0,0.0,0.002008032128514056,0.08064516129032258
0.027559055118110236,0.995981111222747,0.004016064257028113,0.0,0.35,0.002008032128514056,0.08064516129032258
0.027559055118110236,0.9945745001507085,0.005421686746987952,0.0,0.0,0.004016064257028113,0.08064516129032258
0.0,0.9815131116246358,0.019176706827309237,0.0,0.35,0.015160642570281126,0.157258064516129
