iowait_pct,iowait_norm_pct,idle_pct,idle_norm_pct,total_pct,total_norm_pct,softirq_pct,softirq_norm_pct,steal_pct,steal_norm_pct,user_pct,user_norm_pct,system_pct,system_norm_pct
1.0,1.0,0.5418438539955698,0.5418438539955698,-0.5427375052419056,-0.5427375052419056,-0.2582848699112157,-0.2582848699112157,-0.07387061758510555,-0.07387061758510555,-0.5488755713922315,-0.5488755713922315,0.4058051160905702,0.4058051160905702
1.0,1.0,0.5418438539955698,0.5418438539955698,-0.5427375052419056,-0.5427375052419056,-0.2582848699112157,-0.2582848699112157,-0.07387061758510555,-0.07387061758510555,-0.5488755713922315,-0.5488755713922315,0.4058051160905702,0.4058051160905702
0.5418438539955698,0.5418438539955698,1.0,1.0,-0.9999994343468681,-0.9999994343468681,-0.2733129598938345,-0.2733129598938345,0.0028587066063285927,0.0028587066063285927,-0.9998436642893077,-0.9998436642893077,0.07342959045118458,0.07342959045118458
0.5418438539955698,0.5418438539955698,1.0,1.0,-0.9999994343468681,-0.9999994343468681,-0.2733129598938345,-0.2733129598938345,0.0028587066063285927,0.0028587066063285927,-0.9998436642893077,-0.9998436642893077,0.07342959045118458,0.07342959045118458
-0.5427375052419056,-0.5427375052419056,-0.9999994343468681,-0.9999994343468681,1.0,1.0,0.27345225346974916,0.27345225346974916,-0.002763261293615124,-0.002763261293615124,0.999852104582177,0.999852104582177,-0.07389274536173364,-0.07389274536173364
-0.5427375052419056,-0.5427375052419056,-0.9999994343468681,-0.9999994343468681,1.0,1.0,0.27345225346974916,0.27345225346974916,-0.002763261293615124,-0.002763261293615124,0.999852104582177,0.999852104582177,-0.07389274536173364,-0.07389274536173364
-0.2582848699112157,-0.2582848699112157,-0.2733129598938345,-0.2733129598938345,0.27345225346974916,0.27345225346974916,1.0,1.0,-0.044042239533815704,-0.044042239533815704,0.2756675530447725,0.2756675530447725,-0.21690438756565145,-0.21690438756565145
-0.2582848699112157,-0.2582848699112157,-0.2733129598938345,-0.2733129598938345,0.27345225346974916,0.27345225346974916,1.0,1.0,-0.044042239533815704,-0.044042239533815704,0.2756675530447725,0.2756675530447725,-0.21690438756565145,-0.21690438756565145
-0.07387061758510555,-0.07387061758510555,0.0028587066063285927,0.0028587066063285927,-0.002763261293615124,-0.002763261293615124,-0.044042239533815704,-0.044042239533815704,1.0,1.0,-0.0025405193502734433,-0.0025405193502734433,-0.03326350257592085,-0.03326350257592085
-0.07387061758510555,-0.07387061758510555,0.0028587066063285927,0.0028587066063285927,-0.002763261293615124,-0.002763261293615124,-0.044042239533815704,-0.044042239533815704,1.0,1.0,-0.0025405193502734433,-0.0025405193502734433,-0.03326350257592085,-0.03326350257592085
-0.5488755713922315,-0.5488755713922315,-0.9998436642893077,-0.9998436642893077,0.999852104582177,0.999852104582177,0.2756675530447725,0.2756675530447725,-0.0025405193502734433,-0.0025405193502734433,1.0,1.0,-0.09098588715250122,-0.09098588715250122
-0.5488755713922315,-0.5488755713922315,-0.9998436642893077,-0.9998436642893077,0.999852104582177,0.999852104582177,0.2756675530447725,0.2756675530447725,-0.0025405193502734433,-0.0025405193502734433,1.0,1.0,-0.09098588715250122,-0.09098588715250122
0.4058051160905702,0.4058051160905702,0.07342959045118458,0.07342959045118458,-0.07389274536173364,-0.07389274536173364,-0.21690438756565145,-0.21690438756565145,-0.03326350257592085,-0.03326350257592085,-0.09098588715250122,-0.09098588715250122,1.0,1.0
0.4058051160905702,0.4058051160905702,0.07342959045118458,0.07342959045118458,-0.07389274536173364,-0.07389274536173364,-0.21690438756565145,-0.21690438756565145,-0.03326350257592085,-0.03326350257592085,-0.09098588715250122,-0.09098588715250122,1.0,1.0
